0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51
135253131.38961792,1389666.087925434,149218642.7116394,6823018.193244934,15333192.050457,6967222.690582275,95566302.53791809,304639101.0284424,549554491.0430908,166330957.41271973,18010874.092578888,18069665.133953094,12269815.802574158,102329.4753395021,65028.64416688681,23206029.83236313,326445.81515342,34592226.14765167,3922080.621123314,288240.984082222,12668783.962726593,7383549.213409424,18871968.98460388,25187540.05432129,42203378.677368164,34985312.819480896,185966765.88058472,2600876.4281868935,65059334.03968811,90958.30610021949,5356238.037347794,14526969.194412231,25938758.25405121,368996810.91308594,569078969.9554443,230467700.95825195,76830899.71542358,3345982.7303886414,36878299.713134766,46620362.99705505,2272303.2161593437,632488.3550405502,211127.49818712473,8356912.434101105,7567171.007394791,3736713.9011621475,18117797.37472534,5171.908924239688,7275807.112455368,13765643.537044525,10038892.179727554,2729267.8132653236
130943334.10263062,5802.567829960026,207069849.96795654,5962349.101901054,12718048.691749573,14874379.336833954,21755869.686603546,237226009.36889648,545698499.6795654,202480077.74353027,12241403.758525848,43676477.670669556,45761364.698410034,3906363.2488250732,22898410.260677338,1635687.7982616425,5655672.028660774,10036405.175924301,3161102.1608114243,2076523.7510204315,6235208.362340927,16002701.222896576,5450402.200222015,11533117.294311523,22745132.446289062,107823.55675473809,107426846.02737427,1098588.2952809334,43466883.89778137,9019009.76896286,1572077.5350928307,429345.06200253963,86677920.81832886,495206117.6300049,451924800.87280273,311560249.3286133,44359537.959098816,23424986.004829407,42671161.89002991,6075695.529580116,9679868.072271347,1856965.1991128922,5220424.756407738,4527901.858091354,4244748.875498772,66746342.182159424,2244569.3612098694,2830240.5029535294,596967.339515686,4940452.054142952,1858469.2850708961,1790719.6655869484
130111563.205719,486005.5632889271,69670218.22929382,7152244.448661804,42104509.472846985,1402006.484568119,18779064.7149086,431726598.739624,702767848.9685059,243970251.08337402,27302521.467208862,107200014.59121704,42206585.40725708,3975486.010313034,23465366.661548615,1257292.6469147205,199257.44272768497,11146332.323551178,10095679.014921188,11185864.359140396,23272977.769374847,3753335.028886795,4168529.8085212708,39757949.113845825,49616500.7352829,2207120.321691036,128413808.34579468,11022.025137208402,81833463.90724182,16395413.875579834,2531317.4352049828,2222838.6253118515,28665429.35371399,426850748.0621338,832876873.0163574,273512697.21984863,6849634.647369385,26064819.09751892,74431133.27026367,5718208.476901054,10584858.059883118,3906216.099858284,4275714.9785757065,3514939.919114113,894637.3127400875,1353446.301072836,4705019.667744637,9331428.25961113,128097.23848477006,173952.80301570892,33394464.85042572,2574117.8542375565
73430687.18910217,4043971.002101898,116607022.28546143,7064052.671194077,9179585.427045822,6836567.07406044,19625204.80155945,221646165.84777832,392165398.5977173,150506007.6713562,174564945.69778442,97726529.83665466,8627285.808324814,140853.70348766446,6280262.0232105255,14969888.32950592,18022672.832012177,1723677.4787306786,11007679.253816605,41516.84988755733,14987175.166606903,32946190.237998962,46336036.920547485,31469991.80316925,34854215.38352966,3179381.0427188873,168791401.386261,2507048.659026623,152975225.4486084,180534.8671041429,98225.69554671645,1849310.1000785828,38624677.06203461,280664086.3418579,214546680.45043945,410426950.4547119,9798420.22061348,258250.81393122673,16849724.94840622,11094990.372657776,9250839.054584503,11239241.808652878,420463.27143907547,10120719.67124939,1128534.8795354366,16378472.745418549,133554.60250750184,774976.5645712614,2872709.557414055,19469.454127829522,1278092.060238123,21043746.173381805
304631161.6897583,376037.90406137705,147718894.48165894,7842016.220092773,9487767.51756668,33644339.44225311,80384016.0369873,333958673.47717285,745408868.7896729,159003388.88168335,35012775.65956116,72474378.34739685,13777700.066566467,2417861.670255661,3600440.174341202,102871.2373226881,560.2006240224,3542074.1885900497,908941.4030313492,1465231.8321168423,557976.6817390919,16253757.47680664,842065.4572546482,3425346.687436104,12154265.493154526,19903714.954853058,409964752.1972656,820300.355553627,135221242.9046631,18378.987442702055,2475972.6598858833,4691688.343882561,51326906.68106079,357215666.77093506,693682575.2258301,181005871.29592896,14988042.414188385,38003095.98445892,13220365.345478058,22236.713266465813,7224483.042955399,17529784.14297104,2315887.436270714,898867.7524030209,638970.4067260027,753903.5752415657,1334172.0215976238,9827072.91841507,1334102.1724045277,6438912.451267242,4654236.882925034,1807945.2216625214
262594103.8131714,674916.0587787628,66293191.90979004,1794636.2495422363,6107823.550701141,5251232.162117958,26728093.62411499,164795541.76330566,231330871.58203125,271679568.29071045,36566960.81161499,114871609.21096802,50127530.097961426,13286612.927913666,666035.4323685169,71838.1314072758,86360.69833301008,9078496.69456482,112713.04683759809,11059028.655290604,1014063.5073184967,13228838.14573288,2986481.599509716,6711547.821760178,32186800.241470337,18024528.02658081,182548308.37249756,116234.54047366977,134266960.62088013,6191969.2903757095,601.6956831444986,5531152.710318565,42458832.26394653,209155249.5956421,444048213.95874023,299147677.4215698,64016550.77934265,67645543.81370544,52437698.84109497,14008618.891239166,4988073.18508625,19969138.503074646,23607.695766258985,572243.8916563988,185689.84232842922,3257856.145501137,1393038.4069681168,137136.5156956017,52009.98857617378,6313644.349575043,14612706.005573273,643576.2159526348
378304338.4552002,1443588.2680118084,145582067.96646118,5994679.778814316,17535322.904586792,4632097.855210304,17012162.506580353,181514286.99493408,683622646.3317871,159883666.03851318,39301684.498786926,67002916.33605957,44139358.40129852,4189853.7427186966,1943417.266011238,182606.0120947659,1210769.172757864,16541890.799999237,2484088.3910655975,9722.036338644102,9839344.024658203,15053930.878639221,3732869.029045105,27565503.120422363,49566316.60461426,13888959.58662033,324421715.73638916,777382.4036121368,264411687.85095215,3737756.237387657,936354.4173538685,44596.867519430816,23962026.834487915,268305468.55926514,556431484.2224121,235188913.3453369,13059592.247009277,25310423.970222473,77919375.89645386,8029779.0467739105,9022375.19621849,5832425.504922867,1410256.5124630928,5921498.686075211,1359.4256415672135,9795392.30465889,100874.24889206886,1364088.8035297394,326588.1910920143,7012818.75371933,25321504.47368622,5023439.2285346985
93921267.9862976,2082677.7443289757,93528646.23069763,1662187.6507997513,29061844.94495392,1174239.8142814636,20124952.495098114,170879137.51602173,239125442.5048828,259184408.1878662,36291486.02485657,52019166.94641113,13477294.147014618,2579104.1553020477,790794.0074801445,703883.2176476717,3615231.066942215,325905.9973061085,264433.77137184143,4559782.519936562,5016183.108091354,24765151.739120483,312572.46155291796,3800228.238105774,85567951.20239258,2481829.561293125,61430954.933166504,1111949.8871266842,17506353.557109833,30160635.709762573,6538.658635690808,6947290.897369385,85818022.48954773,369810080.5282593,543768692.0166016,510001945.49560547,72801035.6426239,29370757.937431335,6059766.560792923,1028870.977461338,18443943.560123444,29621767.9977417,5739013.850688934,113709.13125574589,3654614.0909194946,15455640.852451324,6320499.628782272,42595592.14115143,15890598.29711914,12895.831605419517,5442870.780825615,2944202.907383442
384204959.86938477,22389.36285721138,193707287.31155396,4561899.974942207,35071930.28926849,9603033.21480751,18132644.89173889,193001198.76861572,340983629.2266846,236713075.63781738,22736145.555973053,118814349.17449951,33245918.15471649,18400871.753692627,2318930.8121800423,39061.24038621783,2463717.0135974884,28979292.511940002,5913054.943084717,27465438.842773438,15341004.729270935,28795504.570007324,564183.4810376167,16324001.550674438,42375540.7333374,17174646.258354187,242795634.26971436,72444.76582854986,146181154.25109863,9579577.296972275,437575.67182183266,1663541.6075587273,58974838.25683594,343722224.23553467,564383363.7237549,367054224.0142822,136118555.06896973,23509249.091148376,99337726.83143616,30074417.59109497,941353.3844053745,19301638.007164,480191.7355507612,40176.764014177024,49452.66991853714,11707231.402397156,2253198.4373927116,349831.11545443535,930.4723789682612,3393605.723977089,7524438.947439194,1777419.6341633797
138672304.15344238,3092528.8796424866,45440563.559532166,23721.43935644999,87895643.71109009,22530509.531497955,335942.06906855106,80381983.51860046,181256580.3527832,269576311.1114502,25635904.07371521,62738907.33718872,26917740.70262909,11145858.466625214,2256087.586283684,344.60331335139927,3384213.5220766068,7966100.424528122,3984.5079299993813,30378565.192222595,5249688.401818275,6125008.314847946,26203873.75354767,24805793.166160583,42057105.89885712,20831.48283418268,48708012.70008087,652130.1809698343,13351264.595985413,20933282.375335693,367236.32365465164,13689570.128917694,22258804.738521576,280032086.3723755,531450128.55529785,440780210.4949951,34890919.92378235,54231655.59768677,61675995.58830261,7856285.572052002,26121923.327445984,38892075.419425964,6238852.068781853,3563487.5297546387,1149576.9023895264,20162819.32592392,17719480.395317078,658151.3211131096,3540185.4664087296,771181.4716458321,1877074.6886730194,5436080.694198608
70466291.90444946,7319703.698158264,172506690.0253296,24705.781834200025,6247916.8176651,1371842.7158892155,18757125.735282898,95516526.69906616,338727307.3196411,163669657.70721436,115718007.08770752,36601421.23699188,990806.2405884266,11419279.128313065,12444005.161523819,1435033.6976349354,11580254.137516022,8209779.113531113,15543450.41513443,1311643.6079144478,4651081.934571266,5047347.396612167,10913957.65542984,34992003.44085693,88992857.93304443,30684694.647789,128502106.66656494,4979399.964213371,94780939.81742859,1187904.0859639645,6156932.190060616,1570580.154657364,29184830.18875122,233453440.66619873,469399833.6791992,495956707.0007324,1934097.1484780312,8198704.570531845,19160991.90711975,1608585.9388113022,5897829.681634903,15276862.680912018,128641.74786955118,2949884.347617626,1910420.3209280968,6173612.922430038,567893.2182490826,4015159.234404564,157797.95357957482,32760271.430015564,24313214.421272278,618739.9849295616
471201658.24890137,1932428.0321598053,286762332.91625977,140094.15172040462,51619482.04040527,3021.5793231036514,29575824.737548828,272669744.49157715,281792068.4814453,259517908.09631348,147601127.62451172,40736427.903175354,14168167.114257812,531.838941242313,2868245.542049408,6542685.627937317,118148.37343990803,6139944.493770599,4614746.943116188,2272255.5324435234,2674857.899546623,3835086.5244865417,1175964.1580283642,16848348.081111908,36177840.82889557,20925574.004650116,578502368.927002,12052671.611309052,280934834.48028564,9196653.962135315,5165500.193834305,119.57571359744179,1213026.0467529297,291110420.2270508,320427775.3829956,350948190.6890869,33030816.912651062,1079827.2676765919,88110768.79501343,7048849.7614860535,15531.270764768124,20856489.2411232,16587334.871292114,5255709.961056709,2451266.348361969,6475098.431110382,13066872.954368591,124389.55018296838,2455301.769077778,15012358.129024506,17521375.41770935,2908898.1449604034
288054561.61499023,1117588.0208611488,128410995.00656128,571635.1326555014,8966486.155986786,1323873.5496997833,63707017.89855957,242931175.2319336,488122272.4914551,118369376.65939331,76507568.359375,24588717.52023697,19914713.501930237,249372.58567661047,1374908.8160693645,284496.8345016241,1776109.8220944405,42283.922084607184,7669712.603092194,7159100.4729270935,1272794.0455079079,20827706.158161163,12229605.76415062,2505159.191787243,25192138.55266571,12607516.348361969,387127947.807312,2193763.665854931,69010037.1837616,140018.87757331133,2383432.723581791,4969252.273440361,22062517.7025795,380943608.2839966,532835817.33703613,221719145.7748413,11175249.516963959,28113025.426864624,28659012.91370392,157611.61921545863,14169065.654277802,4092564.433813095,4073357.954621315,1490699.3135809898,11244.37403632328,39869740.60535431,18461.240688338876,59915.659949183464,444857.5433343649,2750073.5595822334,897036.1202955246,855052.936822176
245784378.0517578,1089623.849838972,75930762.29095459,7612809.538841248,11931160.09235382,13088527.32181549,23200654.983520508,221699976.92108154,437971878.0517578,184680771.82769775,46061787.0092392,82786053.41911316,43504229.18796539,8134336.024522781,5742840.841412544,272920.3552007675,7052160.799503326,15181677.043437958,326631.9166868925,5248.87909705285,3795848.4143018723,3801423.6837625504,1090173.88895154,10206853.598356247,12610492.11025238,4327966.272830963,253534054.75616455,517122.7268874645,75487565.9942627,865098.3683764935,2958207.39120245,284815.32353907824,38679656.38637543,347317528.7246704,397117686.2716675,262543988.22784424,50600975.75187683,43849799.036979675,48605915.904045105,13825224.339962006,13486310.839653015,1212341.4315283298,712009.659036994,572363.6131733656,1487088.669091463,11547578.871250153,241928.33807319403,9022418.409585953,70683.97826515138,851300.5450367928,10990801.453590393,110686.67517974973
362978982.92541504,5152226.984500885,98785275.22087097,12088115.513324738,30397966.504096985,1792306.0804605484,35971140.86151123,170199358.46328735,388846015.9301758,304843115.8065796,896662.9393398762,116168892.38357544,125295281.41021729,1641919.6501374245,135505.74658438563,740699.9822705984,2332677.6921749115,34415081.14337921,25249.64220356196,366825.58711618185,4467954.114079475,183835184.5741272,7047207.653522491,11886237.561702728,76588267.0879364,34281393.88561249,194651758.67080688,40407.219785265625,1077758.3345770836,666856.998577714,1153309.3638718128,1167454.2911350727,32699838.280677795,180531227.58865356,643754577.6367188,226887392.9977417,185686087.6083374,89875960.35003662,15236620.604991913,7009660.452604294,38344392.18044281,79914253.95011902,828061.904758215,1330736.3726198673,6269383.430480957,48763281.10694885,16329342.126846313,38101.759855635464,84871.82203680277,15005934.238433838,557386.688888073,31330627.20298767
329328107.8338623,4550004.377961159,152748513.22174072,8842417.59777069,35292047.26219177,8931241.184473038,15771029.889583588,163546669.4831848,505676364.89868164,266260647.77374268,1532628.7597417831,15364499.390125275,1445429.027080536,5892870.57518959,7869403.809309006,158996.63558229804,446568.84856522083,11286335.438489914,6729844.957590103,5586908.385157585,233631.02227449417,17930908.501148224,862441.6776001453,26271641.25442505,53501766.92008972,6039255.4849386215,229390859.60388184,849534.198641777,61262738.7046814,22926279.90245819,3208595.1417684555,3167610.988020897,79546475.41046143,526236248.0163574,541564989.0899658,373901891.708374,48211696.74396515,27327114.34364319,51998603.34396362,857323.9669203758,16196779.906749725,2586408.518254757,3973113.000392914,1027153.1529724598,65232.09740407765,5336680.635809898,1349654.7006070614,3754233.568906784,119602.68020629883,1791440.136730671,369019.0380439162,2484294.0270900726
273010563.85040283,2526903.89752388,42397877.57396698,23250758.6479187,57330101.72843933,35125952.95906067,422879.7275573015,93049681.18667603,475435876.8463135,119116604.32815552,6969996.54173851,86366331.57730103,26925390.95878601,2032395.0797319412,12439695.000648499,695200.3110200167,13115836.679935455,23973920.941352844,2135620.079934597,1817639.9171352386,25553202.629089355,35644158.720970154,1223470.2706336975,9198360.14509201,54723399.87754822,12120722.979307175,131968641.28112793,280605.83863407373,30774798.98929596,6568194.925785065,534518.2027667761,805544.8532104492,60280442.237854004,353224110.6033325,577724027.633667,196036207.67593384,15919694.304466248,53629285.09712219,84809345.00694275,734605.9195697308,53601115.94200134,6617607.921361923,5709015.95056057,840748.7533986568,1069748.2153773308,10941538.959741592,9749625.623226166,8476831.018924713,31532135.605812073,17250561.714172363,4760482.907295227,6821.696297265589
136731898.78463745,1081639.9939358234,129896783.82873535,27710.21390799433,21698245.406150818,11168172.955513,29270383.715629578,347169208.5266113,481052637.1002197,280198240.28015137,104224443.43566895,74279946.0887909,23621667.92154312,5715300.887823105,1741040.6842827797,4795531.928539276,912043.6385273933,1993291.825056076,1935667.5446033478,741990.3296977282,549344.0665304661,3444312.1403455734,1014.39181889873,17783270.77627182,18922185.89782715,9244290.739297867,166282403.4690857,55832.37507380545,110994851.58920288,258501.96834653616,8221403.509378433,622637.290507555,6425267.457962036,331979966.16363525,346584415.435791,337472796.4401245,27447524.666786194,33035045.862197876,49649715.423583984,5527534.708380699,6696151.942014694,1684211.1945152283,4881959.781050682,6869512.051343918,826342.12449193,910396.5014219284,971117.1500384808,203897.57119119167,99010.7306279242,76125.7775593549,13535296.91696167,5709504.336118698
190350711.3456726,9891280.53188324,292063212.39471436,10934542.864561081,57768523.69308472,6360535.3236198425,59273523.0922699,43650066.85256958,384655237.197876,59234786.03363037,78991472.72109985,77718037.36686707,17343956.232070923,18080627.91824341,4732921.719551086,25713777.542114258,503662.1354520321,27740624.5470047,13890931.010246277,26509.840972721577,3700829.2973041534,52968573.570251465,624783.3836823702,12998683.750629425,17515672.743320465,35062861.44256592,293825745.58258057,2980776.8762111664,102927756.30950928,1673313.9753341675,6512431.800365448,13757190.108299255,969005.6554973125,163668191.43295288,346170020.1034546,182763743.40057373,32371678.948402405,64473.2266664505,8885531.12745285,236426.8060773611,88374.84056130052,28311306.23817444,26068.190345540643,15717762.70866394,1716796.8675494194,6142704.56135273,6979477.405548096,2356337.197124958,5245.079591986723,10633418.709039688,1060910.1504087448,1858208.142220974
284878206.25305176,226048.31028729677,144233620.16677856,216050.25976896286,21864080.42907715,21668006.479740143,17886875.569820404,188104176.52130127,292544245.71990967,132051479.81643677,30732205.510139465,29224172.234535217,13555544.61479187,6599571.55585289,323403.90607714653,841590.4827415943,2835137.5833153725,2433726.5640497208,2078003.0637979507,167743.46586316824,2260810.8818531036,2996468.171477318,51391851.90200806,32171645.760536194,52760165.92979431,1379347.126930952,149586498.7373352,2304078.6385536194,27314427.495002747,912294.4436967373,1408027.0193517208,758645.124733448,59923112.39242554,337251257.89642334,302218294.14367676,493338394.16503906,29061710.834503174,2007236.1454367638,23689733.44564438,1966716.1628603935,52502143.38302612,440248.24164807796,1282330.8818042278,344159.9663347006,161732.89623111486,124042.51610860229,7078717.648983002,11465075.612068176,10936176.776885986,1754949.9869346619,16961601.37653351,14222513.139247894
207715463.63830566,152.22655065372237,125036919.11697388,27765068.411827087,25179690.12260437,15546891.09325409,11609552.055597305,193756163.12026978,565366983.4136963,109117472.17178345,14032880.961894989,117885744.57168579,31777068.972587585,1010003.7790834904,9246814.996004105,1987863.8908267021,41768.96472927183,25491079.688072205,135590.28739109635,431343.2611525059,2485367.4694895744,28692260.38455963,8737937.361001968,11954465.508460999,38701373.33869934,152742.52509698272,212031745.91064453,1096768.2115733624,43575748.801231384,4435670.003294945,287751.78361684084,8984984.457492828,79323750.73432922,340743494.0338135,771704864.5019531,351684069.6334839,3571205.958724022,25186839.69974518,62520813.94195557,51100.499695166945,7929419.726133347,1253720.2797830105,1811905.7640433311,2919856.086373329,17138621.21105194,31190738.081932068,3396387.7707719803,40375.1153498888,3069941.1407113075,1254048.29159379,24057768.285274506,573732.0985645056
198937416.07666016,90742.53612197936,110914719.10476685,25209704.041481018,71026414.63279724,7346623.39091301,18826274.573802948,154582738.87634277,381448864.9368286,236557054.51965332,22098454.8330307,35277238.48819733,23486891.388893127,3687541.18680954,3499678.522348404,1090.8423064392991,1049.0241947991308,17834970.355033875,14048045.873641968,3604648.634791374,39146670.69911957,1155084.9303603172,10073222.96500206,56106764.07814026,104895699.02420044,131733.1101745367,117907536.02981567,8624900.132417679,98192751.40762329,3091278.485953808,2665757.3878765106,5878499.895334244,22385042.905807495,410602664.94750977,503900861.7401123,269445443.15338135,467319.181188941,13897268.47410202,61882734.298706055,5733106.657862663,27351629.734039307,26974397.897720337,10608005.52368164,8008722.215890884,7316043.2279109955,3822597.1162319183,12710489.332675934,970399.9385237694,597682.036459446,1912824.2507576942,2294568.158686161,4156419.262290001
